avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl,text_clean,sentimen
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bf74f340f0c409b34f9d160fcc93a7c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2581b432&x-expires=1746172800&x-signature=LKkGjd6oxQruKY9BqR5mPZa4eDg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457463065355059986,1736325946,2025-01-08T08:45:46.000Z,6,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,2.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,Kluivert OUT,7158340051201770523,rudi9096,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,kluivert out,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a7e72d6b1344a3b1ac4577709ae0c82d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5e003f63&x-expires=1746172800&x-signature=na3AZThmMePfwNtSF%2BNnKWsq93U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457460660231488263,1736325381,2025-01-08T08:36:21.000Z,4747,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,31.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"latihan dulu ""Patrick Kluivert out"" 😂😂",7254953817334498309,mzgree,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,latih dulu patrick kluivert out,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a6009fb2fd8010f083c05729802caea9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=25e3c13a&x-expires=1746172800&x-signature=8s5EwKNsY3mAz6ODgNM5Frn4Eaw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7483826158459634433,1742464076,2025-03-20T09:47:56.000Z,631,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,26.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,Patrick Kluivert out kalah 3-0 co balikin papa sty,6966273163022386178,r3_zaaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,patrick kluivert out kalah co balikin papa sty,negatif
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7ef0dd66&x-expires=1746172800&x-signature=EwO6NT3tGYLue5UjuK0Bl61pm30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457458640905011974,1736324927,2025-01-08T08:28:47.000Z,42038,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,78.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,njir beneran🗿🗿🗿,7218901030889047042,jackwash2025,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,njir beneran,netral
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b7bff88d4df6a181a2580ed4847642ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8787fe48&x-expires=1746172800&x-signature=pwATyDlRIgogyUd16VCKxwTjfMQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457526260500202241,1736340650,2025-01-08T12:50:50.000Z,5,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,2.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,patrick kontol,6883495987584418817,no.00lah,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,patrick kontol,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a34cb0fadd28aa12fc969c79916316c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=60d23889&x-expires=1746172800&x-signature=NBh5S762ZCFRMGfQxkcTc9cO3uI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457458895468905234,1736324968,2025-01-08T08:29:28.000Z,186,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,24.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,kata-kata nya untuk pssi🔥,7421423190239003653,luiszsius,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,katakata pssi,netral
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e96a7ccaa104763638e8900b48a814e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1b6c9985&x-expires=1746172800&x-signature=YOnHY45D1D27ABAJtkiER9qrqR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457451130898432786,1736325453,2025-01-08T08:37:33.000Z,222,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,22.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,blunderrr prhhh,7297820427064919045,kyy_zxyy,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,blunderrr prhhh,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8d64156e20bfac24879e294490f1cb80~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8eb0f88d&x-expires=1746172800&x-signature=lDFa5czDrRllMBR%2FUCowtZzKTeI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457460014259094277,1736325258,2025-01-08T08:34:18.000Z,8652,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,52.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,anjirr benerann cookkk😭😭,6867843887705539585,dvnzasbyozs,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,anjirr benerann cookkk,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2ba304d1639587f745e413a210130bfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4ee821b2&x-expires=1746172800&x-signature=V%2BAYpeGI82Ltvdxd4xMtZcMHuzM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457505938682512136,1736335920,2025-01-08T11:32:00.000Z,4,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,2.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,#patrick kluivert outt,7376676686140752902,sans.aja19,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,patrick kluivert outt,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8fe58fccfd81b572123a0dba2dac8a5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=333bc2c3&x-expires=1746172800&x-signature=bVBxRqMFr%2FMRL0g5IJqICht68%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7483827957355856647,1742464509,2025-03-20T09:55:09.000Z,8,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,4.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,3:0 cokkk😂,7041343822228341762,feryyy.12,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,cokkk,netral
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7e89b7acecf9d67afa4990ad9e55151e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c34637b1&x-expires=1746172800&x-signature=Psx1Je4CmV1P4sXDD7qf6H5E2A0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457460093144613640,1736325246,2025-01-08T08:34:06.000Z,2866,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,27.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,gajadi tanggal 12 nya karna uda ke spill😂,6873848193421214721,dontsleepp_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,gajadi tanggal karna uda spill,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8166c5d4a2cd636e70d5783ab66d8076~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7a311cbc&x-expires=1746172800&x-signature=xcTfIJgFG0SZshXGLQpSVq%2FfnEw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457462423772922625,1736325800,2025-01-08T08:43:20.000Z,7,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,1.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,welcome coach Patrick Kluivert🔥🔥🔥,6929310363142423554,zerolagi,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,welcome coach patrick kluivert,positif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b851265e3206907ef5c3fa0630c542c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=561fec53&x-expires=1746172800&x-signature=TWDsSd5sfZLKhai7oanlvVw5NLI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457459340707775239,1736325076,2025-01-08T08:31:16.000Z,47,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,16.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,kenapa harus dia????,6911635289735758850,callvindan,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,kenapa,netral
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e25dc9d5c48cbe320c9bfafe6b1aadf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=308732cb&x-expires=1746172800&x-signature=R44JbldyHTIKAQHBC8Nqu%2BKUU9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457459721826894599,1736325161,2025-01-08T08:32:41.000Z,7083,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,38.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,El kasus😹,7027137004660343810,tocjhh,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,el kasus,netral
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00a1b1fe2f3933b3d66fbf12c4abbe2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bb5ede39&x-expires=1746172800&x-signature=PjwPUXdSnef6vN2Dhotu%2F2GT8Yo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457483222722904840,1736330640,2025-01-08T10:04:00.000Z,181,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,42.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,Gblkkk‼️,6958313178745209857,tidakadanama._26,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,gblkkk,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/babd096b985a98a9ed819ae86e6df41d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=216e18f3&x-expires=1746172800&x-signature=Gk0eXgdHMI7F6nUtOnGoxDnJsOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457459661525467909,1736325162,2025-01-08T08:32:42.000Z,20165,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,260.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,balikin sty gakk 🫵🏻,7166400662967026690,1.alwys_eka,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,balikin sty gakk,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/582d8dbfce13d125a40425b919b29dc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8fd4e3cb&x-expires=1746172800&x-signature=Da8qKuqGPeWMoCoyXcueG3chjNk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457458717098738438,1736324950,2025-01-08T08:29:10.000Z,81,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,10.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,wangy wangy era kegelapan,7358037601457079301,alwayschristysir,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,wangy wangy era gelap,netral
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2819ab3b4071490aae33320f9e4323be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=aea57e37&x-expires=1746172800&x-signature=u5oYaa35EjlsjaLbfio4a4Ft7e8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7484124261922472710,1742533510,2025-03-21T05:05:10.000Z,3,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,5.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,balikin shin tae yong,7243260610736702465,efanajahh_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,balikin shin tae yong,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/40c7b31d185d7c8c845397a80368dd25~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0dd78cfd&x-expires=1746172800&x-signature=33pregPAVPGAtEwjj0JtApDsfbU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457464082549113607,1736326183,2025-01-08T08:49:43.000Z,88,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,10.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"hargai keputusan erick tohir, saya percya dengan beliau🙏",7191304179175162906,bulubulcangcang,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,harga putus erick tohir percya beliau,negatif
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/c66734a46b70bb548ca2bc14ee32afe7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d8fe413b&x-expires=1746172800&x-signature=3I4nKyTIH%2BSCzmSSLlI0KS3AcLM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457469500942926613,1736327451,2025-01-08T09:10:51.000Z,1090,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,44.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,Kok malah dia jdi pemain yg di rangkum ? Harusnya kepelatihannya njir,6786536036157670401,fatihlah,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,malah jdi main rangkum harus latih njir,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eaebe822aff915320a714f1cfd85c85f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e59b1a45&x-expires=1746172800&x-signature=p94LBJbHGXDFsifjkQOt14MwbN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457469007534539528,1736327327,2025-01-08T09:08:47.000Z,4,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,2.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"susah bro ngobrol sama fans sty,mana komen kluivert out,main aja belum,kalo kaya gitu kesan nya malah fomo",6968464004507321346,robitzysad,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,susah ngobrol sama fans stymana komen kluivert outmain belumkalo kaya gitu kesan malah fomo,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b842d774be8bf407e48ebf2f3ec12aa2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b87afc40&x-expires=1746172800&x-signature=pc8wXSS6BGEhe91S%2BKxUYB%2FQugs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457486969103680272,1736331507,2025-01-08T10:18:27.000Z,10932,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,55.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"Indonesia emas❎
Indonesia cemas✅",7401054943102125061,iammistyout,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,indonesia emas indonesia cemas,negatif
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7558f8471f1eb0b90b0a0b5240a53289~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=310bc45f&x-expires=1746172800&x-signature=tCsbnoBNEpuvPmJcAJGbssMa0m0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457458990819181318,1736325014,2025-01-08T08:30:14.000Z,23498,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,231.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,MENDING STY LAH,6799224045793068034,sahatsinaga22,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,mending sty,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c87b147e0662d3f5a2f2f72f6d8a945c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=52fdaf76&x-expires=1746172800&x-signature=ltvU0C3ywT09vnECRzEJA9SBDRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457460081564615442,1736325251,2025-01-08T08:34:11.000Z,80743,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,707.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"fisik bisa di ubah
skil bisa di cari
tapi pelatih kayak Sty tidak datang 2×",7002746662877004826,irvanjraja,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,fisik ubah skil cari tapi latih sty datang,netral
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e76385926a13813cfd76e886233fa60~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2eb85ac2&x-expires=1746172800&x-signature=AGm32iTxqw01fDy9ERO07X7EALk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7483830873444451080,1742465173,2025-03-20T10:06:13.000Z,4,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,3.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,babak pertama 3 - 0 bos . gimana ini . kacau !!!,6786951650964702209,rendiseptian08,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,babak pertama bos gimana kacau,negatif
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e26693d323d02d15000ab849b0e329a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=27d0764a&x-expires=1746172800&x-signature=IYoyqZ9Fz8F5dnZnxLiqr49wBKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7457460473371853576,1736325344,2025-01-08T08:35:44.000Z,15199,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,False,False,,259.0,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,"Welcome, kegelapan timnas😹",7210640546078835713,rawrr6422,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,welcome gelap timnas,positif
